id;target
556;0.30780596
557;0.08239293
558;0.377262
559;0.24315515
560;0.41993296
561;0.43763927
562;0.3956681
563;0.09200758
564;0.10643104
565;0.41652003
566;0.2947508
567;0.24472955
568;0.28174758
569;0.4802401
570;0.40543208
571;0.44293854
572;0.28905785
573;0.40747628
574;0.50766474
575;0.37502205
576;0.36990952
577;0.5379372
578;0.4736548
579;0.3751735
580;0.3951844
581;0.04884219
582;0.4798123
583;0.42030284
584;0.11685094
585;0.0729723
586;0.21298978
587;0.04124856
588;0.29367512
589;0.04946384
590;0.20587209
591;0.40012646
592;0.36970502
593;0.4886184
594;0.16942692
595;0.07796413
596;0.23243758
597;0.30374056
598;0.32067233
599;0.2822286
600;0.4274587
601;0.4977875
602;0.5724158
603;0.10628301
604;0.58569133
605;0.50096375
606;0.23768824
607;0.39736405
608;0.3636333
609;0.40137574
610;0.49077144
611;0.48748088
612;0.0978196
613;0.46112475
614;0.4598766
615;0.049840212
616;0.4798123
617;0.39790085
618;0.36147732
619;0.378957
620;0.058573604
621;0.16647467
622;0.41652003
623;0.19950843
624;0.041912228
625;0.40543208
626;0.30899715
627;0.39923498
628;0.035126477
629;0.11395407
630;0.16229945
631;0.5347791
632;0.47008875
633;0.36508268
634;0.32093987
635;0.3961349
636;0.49111575
637;0.42706048
638;0.381723
639;0.17269778
640;0.36644197
641;0.55471337
642;0.4798123
643;0.34985715
644;0.3739422
645;0.70653033
646;0.15927276
647;0.05526659
648;0.29087132
649;0.1505953
650;0.45758423
651;0.4596825
652;0.5092111
653;0.28917837
654;0.56242615
655;0.38953865
656;0.33133605
657;0.15761027
658;0.34855336
659;0.41652003
660;0.46457863
661;0.24111328
662;0.49652946
663;0.53646713
664;0.51630783
665;0.41652003
666;0.27695608
667;0.06393501
668;0.18451422
669;0.52673453
670;0.35839307
671;0.53496253
672;0.09461543
673;0.35794702
674;0.2079728
675;0.4682475
676;0.40543208
677;0.12369412
678;0.42451888
679;0.08004621
680;0.049194634
681;0.056304753
682;0.3897885
683;0.5538798
684;0.5092111
685;0.40543208
686;0.40160027
687;0.40137574
688;0.30318162
689;0.4467119
690;0.45633563
691;0.37711617
692;0.52694094
693;0.48911068
694;0.3348462
695;0.40160027
696;0.15655157
697;0.39309976
698;0.480398
699;0.45975044
700;0.48170492
701;0.2092467
702;0.3057884
703;0.3135977
704;0.18847823
705;0.41412088
706;0.3009043
707;0.3753157
708;0.37534177
709;0.44784877
710;0.36037707
711;0.54416233
712;0.44604805
713;0.45620272
714;0.32291502
715;0.14409873
716;0.4012662
717;0.040572733
718;0.32231528
719;0.24643198
720;0.1924701
721;0.40137574
722;0.26820302
723;0.39979714
724;0.22153291
725;0.34874088
726;0.38878375
727;0.40621182
728;0.23935217
729;0.378825
730;0.4035964
731;0.38177857
732;0.34610313
733;0.43620124
734;0.3637515
735;0.1013948
736;0.3502529
737;0.08222452
738;0.39071986
739;0.0567092
740;0.045691907
741;0.364897
742;0.5925685
743;0.45727158
744;0.38951898
745;0.3975739
746;0.36646682
747;0.44318685
748;0.4404766
749;0.6501508
750;0.406664
751;0.41991562
752;0.37684825
753;0.377675
754;0.42118025
755;0.26023144
756;0.35090923
757;0.5461567
758;0.168275
759;0.43136373
760;0.47597525
761;0.3258496
762;0.038523585
763;0.2182408
764;0.41320282
765;0.06608084
766;0.4868301
767;0.35375682
768;0.35875314
769;0.25034362
770;0.29717287
771;0.118011236
772;0.42047974
773;0.37881595
774;0.477891
775;0.41007537
776;0.93597794
777;0.05427155
778;0.20477507
779;0.2759468
780;0.06654382
781;0.4450705
782;0.2860862
783;0.49771547
784;0.15375653
785;0.05142963
786;0.10395792
787;0.40137574
788;0.36339813
789;0.39084494
790;0.41167548
791;0.21670678
792;0.37941664
793;0.44511622
794;0.31614166
795;0.09252459
796;0.4798123
797;0.38048756
798;0.6139566
799;0.40896526
800;0.42990047
801;0.40137574
802;0.06406045
803;0.3867926
804;0.3203095
805;0.504731
806;0.47637084
807;0.5347791
808;0.42643183
809;0.38878375
810;0.08995536
811;0.30672646
812;0.2161437
813;0.4158554
814;0.05221656
815;0.58101624
816;0.3237387
817;0.08360019
818;0.4059852
819;0.41635412
820;0.40137574
821;0.29874617
822;0.4538515
823;0.53813106
824;0.2070722
825;0.4378402
826;0.21046612
827;0.5503664
828;0.3125896
829;0.44691426
830;0.3034916
831;0.45155588
832;0.4488963
833;0.2013278
834;0.36398444
835;0.3351966
836;0.087524116
837;0.36399534
838;0.24267653
839;0.43105567
840;0.14169195
841;0.060967684
842;0.36874056
843;0.43908536
844;0.39109787
845;0.4466869
846;0.31506163
847;0.5283358
848;0.04108563
849;0.04800585
850;0.4180021
851;0.315426
852;0.40137574
853;0.43876576
854;0.29302245
855;0.15939572
856;0.048545152
857;0.40768176
858;0.07769975
859;0.12696472
860;0.3459705
861;0.07476708
862;0.08908403
863;0.4417122
864;0.31394187
865;0.24231791
866;0.15451148
867;0.31267336
868;0.40137574
869;0.29440117
870;0.4867809
871;0.41652003
872;0.36976087
873;0.38765365
874;0.37010968
875;0.39297003
876;0.060875237
877;0.40621182
878;0.35679778
879;0.41215107
880;0.27251917
881;0.3867775
882;0.41756198
883;0.59734416
884;0.3382554
885;0.112391055
886;0.12843603
887;0.03475842
888;0.44293854
889;0.15922785
890;0.06792703
891;0.41193512
892;0.5628929
893;0.4001043
894;0.22680634
895;0.30500856
896;0.47339675
897;0.59928066
898;0.033292174
899;0.44632912
900;0.41933745
901;0.16843945
902;0.16074762
903;0.30435872
904;0.45863336
905;0.40389815
906;0.5228561
907;0.4045431
908;0.3236056
909;0.106352836
910;0.5721497
911;0.3766365
912;0.4459519
913;0.27763197
914;0.4715486
915;0.085528255
916;0.2259261
917;0.102308005
918;0.06788871
919;0.35741764
920;0.05743158
921;0.32292706
922;0.19548225
923;0.2487554
924;0.40137574
925;0.4711137
926;0.15479061
927;0.3813405
928;0.100221634
929;0.43245047
930;0.21537265
931;0.15182248
932;0.40137574
933;0.2150034
934;0.39810288
935;0.08216593
936;0.32563654
937;0.4198325
938;0.39749637
939;0.58569133
940;0.3283969
941;0.4204594
942;0.38532335
943;0.10128778
944;0.63031673
945;0.39851013
946;0.5095193
947;0.5815458
948;0.40137574
949;0.38651723
950;0.25496137
951;0.050418407
952;0.4879077
953;0.34117097
954;0.17102653
955;0.14721206
956;0.1293414
957;0.16958755
958;0.5185603
959;0.3987062
960;0.52062416
961;0.20591378
962;0.040018827
963;0.5485401
964;0.4078678
965;0.051415205
966;0.41741478
967;0.14668298
968;0.30500856
969;0.43798235
970;0.5138671
971;0.27640736
972;0.33810717
973;0.10179156
974;0.43089688
975;0.4158554
976;0.27651572
977;0.10350695
978;0.13455743
979;0.4078678
980;0.41652003
981;0.2668504
982;0.14981413
983;0.33020723
984;0.4422573
985;0.35961914
986;0.40966988
987;0.04565397
988;0.26041898
989;0.40137574
990;0.34226912
991;0.2882231
992;0.41652003
993;0.22816378
994;0.59115916
995;0.31336766
996;0.43323648
997;0.42744482
998;0.37159985
999;0.14959499
1000;0.93597794
1001;0.3095864
1002;0.47549802
1003;0.3326378
1004;0.4187926
1005;0.4330729
1006;0.15714815
1007;0.37329197
1008;0.2838347
1009;0.05831322
1010;0.30558115
1011;0.51271707
1012;0.31200504
1013;0.40995264
1014;0.31460112
1015;0.22915384
1016;0.24910247
1017;0.32421517
1018;0.069601566
1019;0.05044043
1020;0.37757075
1021;0.2660291
1022;0.058983773
1023;0.6758996
1024;0.15250733
1025;0.50134003
1026;0.35802546
1027;0.35228473
1028;0.31855488
1029;0.31687567
1030;0.4563571
1031;0.41652003
1032;0.40412453
1033;0.43719023
1034;0.44549942
1035;0.36404932
1036;0.64512753
1037;0.24393931
1038;0.27869087
1039;0.05931431
1040;0.6217637
1041;0.3336608
1042;0.40179893
1043;0.4314889
1044;0.04317665
1045;0.2601972
1046;0.29101706
1047;0.38510612
1048;0.22470367
1049;0.3559594
1050;0.07460123
1051;0.31451422
1052;0.10576564
1053;0.3880583
1054;0.6390449
1055;0.33940873
1056;0.3917008
1057;0.050244242
1058;0.37377542
1059;0.41259873
1060;0.4965858
1061;0.3362203
1062;0.3575409
1063;0.115823686
1064;0.060043514
1065;0.43779233
1066;0.1562894
1067;0.25564384
1068;0.1772027
1069;0.0924198
1070;0.3286795
1071;0.36231863
1072;0.5061252
1073;0.29055256
1074;0.059784204
1075;0.22996023
1076;0.53988534
1077;0.5309221
1078;0.35352755
1079;0.48791185
1080;0.34159368
1081;0.3941849
1082;0.48143804
1083;0.3575409
1084;0.47600296
1085;0.35090935
1086;0.3615884
1087;0.5052758
1088;0.45846042
1089;0.42187476
1090;0.3232778
1091;0.3825122
1092;0.584146
1093;0.3977329
1094;0.18322265
1095;0.4319123
1096;0.36665386
1097;0.21397439
1098;0.34759507
1099;0.26416287
1100;0.4170232
1101;0.4661866
1102;0.3798755
1103;0.36913207
1104;0.40137574
1105;0.4622472
1106;0.3603177
1107;0.34378105
1108;0.44955316
1109;0.43350923
1110;0.21012592
1111;0.22149774
1112;0.370141
1113;0.48787484
1114;0.39094722
1115;0.10384533
1116;0.4619484
1117;0.058356643
1118;0.17018127
1119;0.4785501
1120;0.8874064
1121;0.4249767
1122;0.41652003
1123;0.42047974
1124;0.36720675
1125;0.4053981
1126;0.12580281
1127;0.12468052
1128;0.15912229
1129;0.43876576
1130;0.40270573
1131;0.30519944
1132;0.12274596
1133;0.4144546
1134;0.08733192
1135;0.13671604
1136;0.20966801
1137;0.13191226
1138;0.09908211
1139;0.28019917
1140;0.36756724
1141;0.19246176
1142;0.414976
1143;0.4166016
1144;0.03980875
1145;0.5347791
1146;0.48407286
1147;0.26587716
1148;0.46052247
1149;0.0841282
1150;0.4017735
1151;0.0832268
1152;0.3636333
1153;0.46985716
1154;0.36678818
1155;0.29683977
1156;0.32413307
1157;0.28372332
1158;0.42091715
1159;0.28513098
1160;0.2673058
1161;0.55397964
1162;0.094423145
1163;0.3148472
1164;0.5347791
1165;0.47496024
1166;0.09970564
1167;0.3686707
1168;0.38670605
1169;0.6192942
1170;0.3656718
1171;0.122841895
1172;0.36343354
1173;0.48192495
1174;0.4827256
1175;0.3693999
1176;0.19087675
1177;0.320947
1178;0.45823395
1179;0.19156927
1180;0.433428
1181;0.2720072
1182;0.49120507
1183;0.17717779
1184;0.1579842
1185;0.34409916
1186;0.43377447
1187;0.5107743
1188;0.50774604
1189;0.08698085
1190;0.09399158
1191;0.08065489
1192;0.3197618
1193;0.43876576
1194;0.042642027
1195;0.46477756
1196;0.44632912
1197;0.46323362
1198;0.08271304
1199;0.3484431
1200;0.447339
1201;0.25813478
1202;0.44667318
1203;0.55289495
1204;0.3794101
1205;0.5092111
1206;0.54663837
1207;0.23958832
1208;0.47517148
1209;0.3931855
1210;0.39891246
1211;0.41283843
1212;0.3176625
1213;0.059966564
1214;0.3732319
1215;0.48509115
1216;0.04881209
1217;0.40515676
1218;0.20584852
1219;0.24908987
1220;0.3274557
1221;0.45684248
1222;0.38304234
1223;0.072987616
1224;0.044423997
1225;0.3179993
1226;0.4078678
1227;0.2212556
1228;0.100066066
1229;0.38503113
1230;0.43719023
1231;0.16650954
1232;0.39604512
1233;0.16791928
1234;0.6127898
1235;0.08391783
1236;0.36004162
1237;0.37995988
1238;0.3834529
1239;0.29568034
1240;0.31726205
1241;0.4296709
1242;0.37736645
1243;0.04268697
1244;0.34642935
1245;0.34896415
1246;0.12768835
1247;0.33719373
1248;0.44549942
1249;0.10165241
1250;0.049862504
1251;0.05174306
1252;0.41452506
1253;0.42197052
1254;0.09129578
1255;0.3845513
1256;0.50752753
1257;0.43883258
1258;0.41125128
1259;0.24622542
1260;0.36359233
1261;0.39575183
1262;0.4852107
1263;0.5092111
1264;0.5724158
1265;0.3942453
1266;0.39856914
1267;0.39838877
1268;0.5092111
1269;0.27373075
1270;0.49795666
1271;0.2171602
1272;0.08019528
1273;0.21993053
1274;0.2357423
1275;0.41369194
1276;0.40137574
1277;0.3763702
1278;0.41652006
1279;0.2912053
1280;0.33998767
1281;0.44210932
1282;0.20277977
1283;0.30944163
1284;0.3865931
1285;0.23746634
1286;0.065418154
1287;0.23548317
1288;0.57735115
1289;0.5503664
1290;0.20650709
1291;0.38131195
1292;0.29985783
1293;0.07022932
1294;0.3629461
1295;0.38878375
1296;0.14440605
1297;0.15580338
1298;0.14934215
1299;0.3742597
1300;0.37832505
1301;0.62466055
1302;0.31365922
1303;0.35677332
1304;0.4628615
1305;0.5690702
1306;0.093004525
1307;0.49969444
1308;0.35202044
1309;0.29776925
1310;0.2276507
1311;0.10228133
1312;0.09765673
1313;0.3255819
1314;0.40755352
1315;0.088038296
1316;0.0529359
1317;0.47471213
1318;0.41139975
1319;0.3253397
1320;0.3296474
1321;0.44182283
1322;0.20882937
1323;0.38354915
1324;0.41461974
1325;0.31642324
1326;0.13146845
1327;0.1675157
1328;0.52308583
1329;0.26227796
1330;0.38801044
1331;0.3685345
1332;0.31994206
1333;0.31131607
1334;0.34232652
1335;0.09389648
1336;0.56593543
1337;0.1461966
1338;0.41652003
1339;0.30683124
1340;0.44537336
1341;0.062066376
1342;0.053373665
1343;0.14004552
1344;0.056777567
1345;0.51688313
1346;0.29036814
1347;0.3053785
1348;0.51132923
1349;0.03479737
1350;0.60563004
1351;0.517393
1352;0.28968972
1353;0.29535753
1354;0.44925597
1355;0.05450803
1356;0.21983796
1357;0.3302945
1358;0.44354782
1359;0.33844143
1360;0.39109787
1361;0.4779521
1362;0.3090747
1363;0.28816545
1364;0.31019014
1365;0.5310211
1366;0.3227083
1367;0.40214393
1368;0.49402046
1369;0.19555846
1370;0.5844178
1371;0.41652003
1372;0.028411627
1373;0.07128999
1374;0.08657277
1375;0.41652006
1376;0.16863409
1377;0.3577242
1378;0.63608575
1379;0.49348816
1380;0.43873286
1381;0.32419673
1382;0.48787484
1383;0.64512753
1384;0.40897992
1385;0.5309221
1386;0.22579801
1387;0.37061507
1388;0.413163
1389;0.40542346
1390;0.07678205
1391;0.38874042
1392;0.38714734
1393;0.38803297
1394;0.38925445
1395;0.40137574
1396;0.045110017
1397;0.34693432
1398;0.40137574
1399;0.27411142
1400;0.41594598
1401;0.08539826
1402;0.09481606
1403;0.13574111
1404;0.30694634
1405;0.43879914
1406;0.1667563
1407;0.43110275
1408;0.33958763
1409;0.17267081
1410;0.36548764
1411;0.40137574
1412;0.3497873
1413;0.42659262
1414;0.4539465
1415;0.44716582
1416;0.4120359
1417;0.080072254
1418;0.40073878
1419;0.11798221
1420;0.3399981
1421;0.21605891
1422;0.37646723
1423;0.4626732
1424;0.22761452
1425;0.07609707
1426;0.076989174
1427;0.44549236
1428;0.41320282
1429;0.588699
1430;0.50196254
1431;0.42744482
1432;0.51611036
1433;0.24594486
1434;0.053394645
1435;0.15381679
1436;0.44210932
1437;0.09288108
1438;0.41461614
1439;0.39127803
1440;0.3416955
1441;0.2587033
1442;0.35972607
1443;0.28000176
1444;0.47509602
1445;0.48122516
1446;0.21292478
1447;0.04110688
1448;0.40575868
1449;0.4120111
1450;0.23377019
1451;0.40633094
1452;0.3090796
1453;0.39871466
1454;0.5660775
1455;0.5815033
1456;0.14863053
1457;0.43556383
1458;0.39031142
1459;0.36640728
1460;0.2749666
1461;0.28781584
1462;0.28545463
1463;0.52187514
1464;0.64512753
1465;0.43688786
1466;0.18029872
1467;0.2893601
1468;0.4439467
1469;0.26198608
1470;0.32549876
1471;0.21927616
1472;0.3005606
1473;0.33985513
1474;0.17362154
1475;0.24577326
1476;0.3592526
1477;0.05068013
1478;0.42153746
1479;0.4157389
1480;0.46052116
1481;0.4045431
1482;0.54595304
1483;0.31069738
1484;0.33872944
1485;0.44029492
1486;0.35666984
1487;0.44459218
1488;0.40137574
1489;0.4490236
1490;0.51882064
1491;0.4435653
1492;0.070951134
1493;0.28582162
1494;0.43843275
1495;0.36142787
1496;0.45002565
1497;0.2991876
1498;0.088683724
1499;0.40137574
1500;0.67510784
1501;0.35974902
1502;0.5229336
1503;0.084159315
1504;0.52160114
1505;0.26108754
1506;0.43858457
1507;0.52782696
1508;0.39082044
1509;0.38596717
1510;0.18037483
1511;0.35490748
1512;0.4669317
1513;0.36390126
1514;0.31924725
1515;0.32458603
1516;0.11260459
1517;0.41679412
1518;0.30500856
1519;0.046714634
1520;0.44496858
1521;0.22402948
1522;0.098721534
1523;0.28237182
1524;0.41652003
1525;0.24693605
1526;0.30368233
1527;0.39007938
1528;0.77991575
1529;0.35636175
1530;0.070563495
1531;0.4770527
1532;0.3187794
1533;0.4045431
1534;0.4261673
1535;0.5074079
1536;0.44998407
1537;0.40137574
1538;0.39540404
1539;0.21276632
1540;0.5092111
1541;0.046287358
1542;0.052451134
1543;0.31675172
1544;0.20441395
1545;0.049629807
1546;0.061845273
1547;0.17485088
1548;0.3977341
1549;0.12645707
1550;0.110999316
1551;0.31103703
1552;0.24160895
1553;0.3732902
1554;0.2475734
1555;0.2710557
1556;0.5347791
1557;0.3156157
1558;0.38803935
1559;0.42744482
1560;0.15561005
1561;0.36176932
1562;0.33054656
1563;0.28489894
1564;0.37719727
1565;0.33820248
1566;0.3417772
1567;0.44514894
1568;0.6501508
1569;0.49404705
1570;0.35155874
1571;0.043473303
1572;0.1631411
1573;0.19026604
1574;0.35736367
1575;0.3360663
1576;0.14559147
1577;0.049194604
1578;0.43817562
1579;0.38264012
1580;0.24330124
1581;0.41652003
1582;0.5347791
1583;0.19111046
1584;0.41652003
1585;0.34782547
1586;0.32572997
1587;0.18822366
1588;0.07563454
1589;0.051542908
1590;0.06486699
1591;0.33173877
1592;0.38362527
1593;0.46486837
1594;0.5229336
1595;0.35243767
1596;0.45490786
1597;0.21331313
1598;0.38850674
1599;0.5635298
1600;0.35241243
1601;0.09016472
1602;0.29319954
1603;0.42676574
1604;0.40616772
1605;0.40654075
1606;0.40085164
1607;0.46113694
1608;0.2694711
1609;0.32201582
1610;0.27833593
1611;0.10177317
1612;0.5552328
1613;0.30608755
1614;0.42738074
1615;0.23614189
1616;0.3978766
1617;0.5347791
1618;0.40633094
1619;0.41450658
1620;0.35361993
1621;0.42118025
1622;0.35156012
1623;0.16624641
1624;0.43686992
1625;0.44549236
1626;0.22998464
1627;0.48141095
1628;0.3272475
1629;0.53813106
1630;0.16471106
1631;0.44622004
1632;0.34481215
1633;0.49928692
1634;0.4076848
1635;0.040932775
1636;0.21808648
1637;0.39164817
1638;0.15484348
1639;0.40543208
1640;0.45222655
1641;0.41652003
1642;0.4231169
1643;0.2679469
1644;0.16712213
1645;0.35301733
1646;0.044143707
1647;0.39419824
1648;0.09576815
1649;0.11361739
1650;0.46907645
1651;0.40137574
1652;0.4365394
1653;0.46770847
1654;0.36004388
1655;0.35047117
1656;0.3616798
1657;0.44293854
1658;0.46685374
1659;0.5347791
1660;0.48324427
1661;0.26912004
1662;0.3454455
1663;0.35382366
1664;0.27492356
1665;0.5347791
1666;0.47202897
1667;0.37793893
1668;0.43294668
1669;0.09199789
